GSP,S/S or Busbar Name Node 1,S/S or Busbar Name Node 2,Operating Voltage (kV),Positive Sequence Impedance R % on (100 MVA Base),Positive Sequence Impedance X (% on 100 MVA Base),Susceptance B (% on 100 MVA Base),Rating Information (MVA),Circuit Length (km),Licence Area
Skelton Grange,HECK-SARO-WAKB-TEE1,WAKEFIELD B MAIN1,132.0,1.586,3.521,0.8,114.54398400614498,15.7815,Yorkshire
Skelton Grange,HILLCREST T1,LEEDS EAST T3,33.0,2.987999916,1.80400002,0.671000004,28.86462670813534,2.4264211430000002,Yorkshire
Skelton Grange,HOLBECK T1,LOW ROAD T1,33.0,2.584,2.245,0.355,21.719917126913717,1.873342651,Yorkshire
Skelton Grange,KNOSTROP T1,LEEDS EAST T3,33.0,3.169,3.495,0.358,27.435684791891013,3.599200195,Yorkshire
Skelton Grange,LEASOWE ROAD T2,LOW ROAD T2,33.0,1.441,1.145,0.427,28.007261558388745,1.1975493160000001,Yorkshire
Skelton Grange,LEEDS NORTH T1,LEYLANDS ROAD T1,33.0,1.43900001,1.761999965,0.536000013,34.008817606614905,1.3023983149999998,Yorkshire
Neepsend,LEEDS NORTH T2,MOOR ROAD T2,33.0,2.764,2.522,0.992,25.149377725900095,3.396203125,Yorkshire
Skelton Grange,LIVERSEDGE T2,HECKMONDWIKE T2,33.0,1.449,1.509,0.24,21.719917126913717,0.9569147949,Yorkshire
Jordanthorpe,LOW ROAD T1,PONTEFRACT LANE T1,33.0,1.748,2.903,0.0,21.09118268376622,2.868,Yorkshire
Jordanthorpe,LOW ROAD T1,SKELTON GRANGE B SGT1,132.0,0.439999998,0.698000014,0.44600001,130.54813346808143,2.627719727,Yorkshire
Jordanthorpe,LOW ROAD T1,SWEET STREET T1,33.0,1.158,3.073,0.0,47.89813303250973,3.333423096,Yorkshire
Skelton Grange,MENS-RAWD-RODL-TEE1,RODLEY T1,33.0,7.785,15.789,0.0,21.09118268376622,5.442999512,Yorkshire
Skelton Grange,ODSAL T1,STAYGATE T1,33.0,1.108999968,0.843999982,0.30399999,21.719917126913717,0.9646616211000001,Yorkshire
Skelton Grange,PONTEFRACT LANE T2,NEWMARKET APPROACH GENERATION,33.0,0.738,0.925,0.07331,29,0.864,Yorkshire
Skelton Grange,RODLEY T1,THORNBURY T1,33.0,6.91,12.289,0.0,21.09118268376622,4.486700195,Yorkshire
Skelton Grange,RODLEY-KIRKSTALLB-TEE,KIRKSTALL B SGT2,132.0,0.037,0.045,1.24,125.74688862950049,1.154468628,Yorkshire
Skelton Grange,RODLEY-KIRKSTALLB-TEE,SKGB-STAL-TEE,132.0,0.994,2.237,0.473,114.54398400614498,11.278,Yorkshire
Skelton Grange,SKGB-SCAD-TEE,SCAMPSTON DRIVE,132.0,0.002525,0.0056,0.001275,114.54398400614498,0.025,Yorkshire
Skelton Grange,SKGB-SCAD-TEE,SKELTON GRANGE B SGT2,132.0,0.705,1.584,0.775,114.54398400614498,7.695,Yorkshire
Skelton Grange,SKGB-STAL-TEE,STATION LANE T3,132.0,0.039,0.086,0.436,69.73236551272299,0.424,Yorkshire
Skelton Grange,ROYDS LANE T2,WAKEFIELD NORTH T2,33.0,9.758,19.496,0.12,28.578838324886473,5.074109375,Yorkshire
Skelton Grange,SKELTON GRANGE B SGT1,LEEDS EAST TEE,132.0,0.093,0.391,19.787,136.03527042645962,3.377100098,Yorkshire
Skelton Grange,ST ANDREWS ROAD T3,ST ANDREWS ROAD T1,33.0,0.0,0.0,0.0,28.578838324886473,0.14255064390000002,Yorkshire
Skelton Grange,ST ANDREWS ROAD T4,ST ANDREWS ROAD T2,33.0,0.0,0.0,0.0,28.578838324886473,0.1424972229,Yorkshire
Skelton Grange,STAYGATE T1,DUDLEY HILL T1,33.0,1.185,1.488,0.0,27.435684791891013,2.026,Yorkshire
Skelton Grange,VARLEY STREET T2,RODLEY T2,33.0,2.743412733,4.582255363,0.0,26.4068466121951,2.481299805,Yorkshire
Skelton Grange,WAKEFIELD B MAIN1,SKELTON GRANGE B SGT2,132.0,1.234,2.851,0.613,114.54398400614498,13.4147,Yorkshire
Skelton Grange,WAKEFIELD B MAIN2,SKELTON GRANGE B SGT3,132.0,1.237,2.862,0.614,114.54398400614498,13.4579,Yorkshire
Skelton Grange,WAKEFIELD NORTH T1,ALVERTHORPE ROAD T1,33.0,1.579,4.039,0.0,47.89813303250973,4.303899902,Yorkshire
Skelton Grange,WAKEFIELD NORTH T2,SKELTON GRANGE B SGT4,132.0,0.503,1.36,10.483,114.54398400614498,9.894,Yorkshire
Skelton Grange,YEW GREEN ROAD T2,FOLLY HALL T2,33.0,1.262,1.104,0.335,21.719917126913717,1.375121338,Yorkshire
Creyke Beck,BEVE-FIRA-NORW-TEE,ROUTH WINDFARM TEE,33.0,6.536,12.2,0.0,22.29149389341145,4.2103,Yorkshire
Creyke Beck,BEVE-HULW-NEWP-TEE,WESTFIELD ROAD LSI,33.0,3.5371053218841553,8.377226829528809,0.0,28.635996001536245,2.431,Yorkshire
Creyke Beck,BEVE-HUSM-SOUT-TEE,BEVERLEY LANE,33.0,4.740670680999756,10.139250755310059,0.0,28.635996001536245,3.312800048828125,Yorkshire
Creyke Beck,BEVE-HUSM-SOUT-TEE,WOLD ROAD LSI,33.0,0.22116000950336456,0.5237919688224792,0.0,28.635996001536245,0.152,Yorkshire
Creyke Beck,BEVERLEY-DRIFFIELD-BURTON PIDSEA-TEE,BURTON PIDSEA T1,66.0,7.363,17.539,0.0,57.2719920030725,20.229,Yorkshire
Creyke Beck,BEVERLEY-DRIFFIELD-BURTON PIDSEA-TEE,DRIFFIELD GTB,66.0,8.359793663024902,16.363229751586914,0.06490449607372284,46.29771808631608,20.5086015625,Yorkshire
Grimsby West,BRANSHOLME T2,TIVERTON ROAD T2,33.0,2.627000093460083,2.066999912261963,0.8019999861717224,24.577800959402367,1.651685546875,Yorkshire
Creyke Beck,BROUGH BRANTINGHAM GRANGE LSI,HULW-NEWP-SKIL-TEE,33.0,1.280197024345398,2.8391120433807373,0.05074799060821533,31.436722157375122,0.7969510498046875,Yorkshire
Creyke Beck,BROUGH CAVE ROAD LSI,HULW-NEWP-SKIL-TEE,33.0,0.14550000429153442,0.34459999203681946,0.0,28.635996001536245,0.1,Yorkshire
Creyke Beck,BUTT-DRIF-HUNM-TEE,BUTTERWICK T1,66.0,2.808000087738037,6.689000129699707,0.10199999809265137,62.873444314750245,8.13027685546875,Yorkshire
Creyke Beck,BUTT-DRIF-HUNM-TEE,HUNMANBY T1,66.0,2.8671000003814697,5.917799949645996,0.08900000154972076,47.440871619311544,6.7129345703125,Yorkshire
Creyke Beck,CLARENDON STREET T1,PLANGEO T1,33.0,1.590000033378601,1.444000005722046,0.0,22.29149389341145,1.6355850830078125,Yorkshire
Creyke Beck,CLARENDON STREET T2,ALFRED GELDER STREET T2,33.0,1.8320000171661377,1.7769999504089355,0.0,31.436722157375122,2.354631103515625,Yorkshire
Grimsby West,CREB-DRIF-BRAN-TEE2,BRANSHOLME T2,132.0,0.686718046665191,1.5381520986557007,0.34363800287246704,114.54398400614498,7.15,Yorkshire
Creyke Beck,CREYKE BECK SGT1,HULL WEST T1,132.0,1.0948489904403687,2.4467523097991943,0.5490149855613708,114.54398400614498,11.270599609375,Yorkshire
Creyke Beck,DRIFFIELD GTA,BELL-HAYT-TEE,66.0,7.5303521156311035,20.447311401367188,0.0,71.79004187211481,23.68780078125,Yorkshire
Creyke Beck,DRIFFIELD GTA,DRIF-FRAI-BRET TEE,66.0,4.201,11.408,0.0,72,13.216,Yorkshire
Creyke Beck,DRIFFIELD GTA,BUTT-DRIF-HUNM-TEE,66.0,6.921999931335449,14.442999839782715,0.24400000274181366,53.156639284288836,11.32379296875,Yorkshire
Creyke Beck,ELGAR ROAD T2,HULL WEST T2,33.0,3.245241641998291,3.504301071166992,0.0,30.979460744176937,3.500800048828125,Yorkshire
Creyke Beck,ENDIKE LANE T2,BEVE-ENDL-FIRA-TEE,33.0,4.850071907043457,7.933084964752197,0.0,28.29304994163761,4.68,Yorkshire
Creyke Beck,EPPLEWORTH BOTTOM LSI,BEVE-SWOR-TEE,33.0,0.5427150130271912,1.2853580713272095,0.0,28.635996001536245,0.373,Yorkshire
Creyke Beck,FIRST AVENUE T1,ROSS FARM LSI,33.0,6.265103816986084,11.694877624511719,0.0,27.14989640864215,5.358,Yorkshire
Creyke Beck,HAYTON T2,KIRKBURN T1,66.0,5.889172554016113,15.978987693786621,0.0,35.66639022945832,18.509369140625,Yorkshire
Creyke Beck,HOLDERNESS T1,GREAT FIELD LANE GENERATION,33.0,3.345,3.061,0.0,28.29304994163761,4.217567,Yorkshire
Creyke Beck,HULL SOUTH T1,COUNTY ROAD NORTH T1,33.0,3.365999937057495,2.8610000610351562,1.0329999923706055,28.578838324886473,3.794185791015625,Yorkshire
Creyke Beck,HULL SOUTH T1,HESSLE ROAD T1,33.0,1.2580000162124634,1.1139999628067017,0.0,28.578838324886473,1.5031651611328125,Yorkshire
Creyke Beck,HULL SOUTH T1,WEST DOCKS T1,33.0,0.4659999907016754,0.460999995470047,0.17100000381469727,28.86462670813534,0.400677734375,Yorkshire
Creyke Beck,HULL SOUTH T2,COUNTY ROAD NORTH T2,33.0,3.377000093460083,2.8519999980926514,1.0360000133514404,28.578838324886473,2.862283203125,Yorkshire
Creyke Beck,HULL WEST T1,GIBSON LANE T1,33.0,4.338,4.235,0.95,28.86462670813534,4.998,Yorkshire
Creyke Beck,HULL WEST T2,GIBL-HULW-SKIL-TEE,33.0,7.905884265899658,16.792768478393555,0.0,28.578838324886473,6.082,Yorkshire
Creyke Beck,HULW-NEWP-SKIL-TEE,BEVE-HULW-NEWP-TEE,33.0,9.617549896240234,22.778060913085938,0.0,28.635996001536245,6.61,Yorkshire
Creyke Beck,SALTSHOUSE ROAD T2,WESTCOTT STREET T2,33.0,2.615999937057495,2.312999963760376,0.0,28.86462670813534,3.11470556640625,Yorkshire
Creyke Beck,SANDHILL LANE T1,HAYTON T2,66.0,3.3785998821258545,8.01159954071045,0.12240000069141388,62.873444314750245,8.88083984375,Yorkshire
Creyke Beck,SCULCOATES B1,CORNWALL ST T1,132.0,0.10704261064529419,0.285854697227478,6.3638153076171875,114.54398400614498,1.8069000244140625,Yorkshire
Creyke Beck,SCULCOATES B2,CREYKE BECK SGT4,132.0,0.6958129405975342,1.5592609643936157,0.7529383301734924,130.54813346808143,7.6081005859375,Yorkshire
Creyke Beck,SPARK MILL LANE T1,BEVERLEY T1,33.0,2.566999912261963,5.304999828338623,0.027000000700354576,25.435166109148962,1.809396728515625,Yorkshire
Creyke Beck,TANSTERNE GENERATION,BURTON PIDSEA T1,66.0,2.173,5.175,0.0354,62.87,5.84,Yorkshire
Creyke Beck,WITHERNWICK WINDFARM,TANSTERNE GENERATION,66.0,1.352,3.227,0.084,57.27,3.902,Yorkshire
Saltend North,EASINGTON T1,OUT NEWTON WINDFARM,33.0,1.9216585159301758,3.85433030128479,0.0,26.578319642144418,1.8842720947265625,Yorkshire
Saltend North,HULL EAST GT1,ROOS WINDFARM,33.0,22.02604103088379,49.13533020019531,0.0,26.578319642144418,16.895388671875,Yorkshire
Saltend North,HULL EAST GT1,WESTCOTT STREET T1,33.0,3.6223654747009277,3.9286911487579346,0.0,17.604564408130067,4.092900146484375,Yorkshire
Saltend North,HULL EAST GT2,KING GEORGE DOCK T2,33.0,2.1740000247955322,1.847000002861023,0.7080000042915344,31.436722157375122,1.840315185546875,Yorkshire
Saltend North,HULL EAST GT2,SALTEND GT2,132.0,0.07159000635147095,0.2899649739265442,0.023764999583363533,114.54398400614498,1.992,Yorkshire
Saltend North,HULL EAST GT2,WESTCOTT STREET T2,33.0,3.920156717300415,3.828705310821533,0.0,19.54792541422235,4.29189990234375,Yorkshire
Saltend North,OTTR-PATR-EASI-TEE,OTTRINGHAM ROAD T1,33.0,3.476147174835205,7.922963619232178,0.0,28.635996001536245,2.765589599609375,Yorkshire
Saltend North,WITHERNSEA T1,OUT NEWTON WINDFARM,33.0,13.23416805267334,31.32196807861328,0.0,28.635996001536245,9.1399990234375,Yorkshire
Jordanthorpe,JORDANTHORPE SGT1,DRONFIELD T1,33.0,3.2669999599456787,2.5769999027252197,0.9929999709129333,21.719917126913717,3.256752197265625,Yorkshire
Jordanthorpe,MILLHOUSES T1,JORDANTHORPE SGT1,33.0,1.654809594154358,4.106857776641846,0.0,47.89813303250973,4.30939990234375,Yorkshire
Neepsend,NEEPSEND SGT2,BLUE BOY STREET T2,33.0,2.6488075256347656,3.3651461601257324,0.0,24.577800959402367,2.960300048828125,Yorkshire
Neepsend,NEEPSEND SGT3,BLUE BOY STREET T1,33.0,3.0820181369781494,3.9260146617889404,0.0,28.578838324886473,3.448490234375,Yorkshire
Neepsend,NEEPSEND SGT3,RAWSON SPRING ROAD T1,33.0,1.281999945640564,0.9350000023841858,0.16899999976158142,24.86358934265123,1.24086279296875,Yorkshire
Norton Lees,NORTON LEES SGT1,SAXON ROAD T1,33.0,0.8496771454811096,2.0673789978027344,0.0,29.49336115128284,2.161900146484375,Yorkshire
Pitsmoor 1/2,PITSMOOR SGT3,BARNSLEY ROAD T1,33.0,1.3365968465805054,2.4718847274780273,0.0,39.43879688834333,2.340800048828125,Yorkshire
Pitsmoor 1/2,PITSMOOR SGT3,PITSMOOR SGT2,33.0,0.02451999858021736,0.041360002011060715,0.0,29.49336115128284,0.04,Yorkshire
Sheffield City,MANSFIELD ROAD T1,ELLIN STREET T1,33.0,7.408709526062012,5.457014083862305,0.0,21.14834036041599,6.41789892578125,Yorkshire
Sheffield City,PARK HILL T2,ATTERCLIFFE T2,33.0,1.8305259943008423,3.3801679611206055,0.0,29.49336115128284,3.202,Yorkshire
Sheffield City,SHEFFIELD CITY SGT1,ELLIN STREET T1,33.0,0.21199999749660492,0.23199999332427979,0.10100000351667404,32.57987569037058,0.3177606506347656,Yorkshire
Sheffield City,SHEFFIELD CITY SGT1,VICTORIA STREET T1,33.0,1.0210000276565552,0.9100000262260437,0.34599998593330383,27.72147317513988,0.8444053344726562,Yorkshire
West Melton / Thorpe Marsh,TEMPLEBOROUGH SGT1A,FULLERTON ROAD T1,33.0,2.4450795650482178,5.667409896850586,0.0,28.578838324886473,1.7935,Yorkshire
Wincobank,WAVERLEY BUSINESS PARK T2,WINCOBANK SGT2,33.0,2.677401542663574,6.644697189331055,0.0,47.89813303250973,6.97239990234375,Yorkshire
Wincobank,WINCOBANK SGT2,TEMPLEBOROUGH BIOMASS 2,33.0,2.116,4.462,0.50048,434,4.6,Yorkshire
Wincobank,WINCOBANK SGT2,NEW DROPPINGWELL ROAD T2,33.0,2.046,1.61,0.0,26.464004,2.0774,Yorkshire
Keadby,BLON-KEAD-WOLN-TEE1,BLYTON T1,132.0,1.0169999599456787,2.25600004196167,0.6380000114440918,130.54813346808143,3.531263671875,Yorkshire
Keadby,BLON-KEAD-WOLN-TEE2,BLYTON T2,132.0,1.0149999856948853,2.25,0.6510000228881836,105.17012503558223,10.1666982421875,Yorkshire
Keadby,BLYTON T1,LEA ROAD T1,33.0,12.630000114440918,23.785999298095703,0.0,28.007261558388745,7.1333779296875,Yorkshire
Keadby,BLYTON T2,CORRINGHAM ROAD T2,33.0,6.921000003814697,15.385000228881836,0.0,27.72147317513988,4.4948525390625,Yorkshire
Keadby,BOTTESFORD T1,MORTAL ASH LSI,33.0,5.116000175476074,11.173999786376953,0.01600000075995922,21.719917126913717,6.8936572265625,Yorkshire
Keadby,BRIGG BIOMASS GENERATION,SANTON,33.0,8.967,13.077,1.086,33.72,12.454,Yorkshire
Keadby,BROU-KEAD-SCAB-TEE1,BROUGHTON T1,132.0,0.07999999821186066,0.32100000977516174,0.10599999874830246,261.09626693616286,1.05281591796875,Yorkshire
Keadby,FEN FARM - GRAINTHORPE TEE,FEN FARM WINDFARM,33.0,2.2013309001922607,2.8023288249969482,0.0,28.635996001536245,2.459166748046875,Yorkshire
Keadby,FOXBY LANE LSI,BLYTON-FOXBY LANE LSI-KNAITH UPTON ROAD LSI-TEE,33.0,0.16150499880313873,0.3356640040874481,0.0,28.635996001536245,0.111,Yorkshire
Keadby,FOXHILLS T1,BAGMOOR WINDFARM,33.0,1.775143027305603,2.2590925693511963,0.0,30.86514539087739,1.98339990234375,Yorkshire
Grimsby West,GOXHILL ROAD LSI,BARROW T1,33.0,11.267999649047852,23.39900016784668,0.03200000151991844,31.436722157375122,6.7813125,Yorkshire
Grimsby West,GRIMSBY WEST SGT1,GRIW-HUMB-WOLN-TEE1,132.0,0.2590000033378601,0.8109999895095825,0.35499998927116394,130.54813346808143,5.16412255859375,Yorkshire
Grimsby West,GRIMSBY WEST SGT2,GRIW-HUMB-WOLN-TEE2,132.0,0.26100000739097595,0.8209999799728394,0.35499998927116394,222.9149389341145,5.17499853515625,Yorkshire
Grimsby West,GRIW-HUMB-WOLN-TEE1,HUMBERSTON T1,132.0,0.335999995470047,1.055999994277954,0.7590000033378601,256.0663913909828,6.65372021484375,Yorkshire
Keadby,GRIW-HUMB-WOLN-TEE1,WOLD NEWTON T1,132.0,0.5609999895095825,1.2430000305175781,0.28299999237060547,130.54813346808143,5.59147119140625,Yorkshire
Keadby,GRIW-HUMB-WOLN-TEE2,WOLD NEWTON T2,132.0,0.5609999895095825,1.2430000305175781,0.28299999237060547,130.54813346808143,5.64231201171875,Yorkshire
Keadby,HARPSWELL T1,HIBALDSTOW T1,33.0,13.819581985473633,37.13250732421875,0.0025119599886238575,22.520124600010544,11.038298828125,Yorkshire
Grimsby West,IMMINGHAM T1,HUMBER ROAD T1,33.0,4.077000141143799,2.4489998817443848,0.7519999742507935,27.14989640864215,4.68690283203125,Yorkshire
Grimsby West,IMMINGHAM T2,HUMBER ROAD T2,33.0,4.20946741104126,3.902308940887451,0.00029200001154094934,26.464004288844876,4.674,Yorkshire
Grimsby West,IMMINGHAM T2,ICI IMMINGHAM CAPPED END 2,33.0,0.9779999852180481,0.9610000252723694,0.3840000033378601,28.86462670813534,1.253325439453125,Yorkshire
Grimsby West,IMMINGHAM T2,IMMINGHAM-GOXHILL ROAD LSI-WETS MIDDLEMERE ROAD LSI-TEE,33.0,12.133000373840332,25.215999603271484,0.03400000184774399,28.007261558388745,6.3431923828125,Yorkshire
Keadby,KEADBY SGT1,BROU-KEAD-SCAB-TEE1,132.0,0.8036800026893616,3.0041351318359375,1.083111047744751,203.93859028638985,16.91,Yorkshire
Keadby,KEADBY SGT2,BLON-KEAD-WOLN-TEE1,132.0,0.4790000021457672,2.2890000343322754,0.9580000042915344,219.4854783351281,11.00048828125,Yorkshire
Keadby,KEAD-SANT-SCUN-TEE,SANTON T1,132.0,0.3400000035762787,0.7540000081062317,0.1720000058412552,130.54813346808143,2.819434326171875,Yorkshire
Keadby,KELSTERN LSI-KELSTERN GRANGE LSI-CALCETHORPE LSI-TEE,KELSTERN LSI,33.0,0.10912500321865082,0.22679999470710754,0.0,28.635996001536245,0.075,Yorkshire
Grimsby West,MOSS ROAD T1,DOUGHTY ROAD T1,33.0,0.3409999907016754,0.2669999897480011,0.029999999329447746,19.719398444171667,0.1665308074951172,Yorkshire
Grimsby West,MOSS ROAD T2,GRIMSBY DOCKS T2,33.0,1.6660630702972412,1.637463927268982,0.0,21.09118268376622,1.758800048828125,Yorkshire
Keadby,NTHO-KEDDRD-WOLN-TEE,NORTH THORESBY T1,33.0,0.05632320046424866,0.08474910259246826,0.0,17.83319511472916,0.03809999847412109,Yorkshire
Keadby,NTHO-KEDDRD-WOLN-TEE,WOLD NEWTON T2,33.0,10.18988037109375,17.05722427368164,0.0,28.635996001536245,9.224,Yorkshire
Keadby,PARK INGS LSI,FLIXBOROUGH T1,33.0,2.4382715225219727,5.563339710235596,0.0,22.577282276660313,1.699033935546875,Yorkshire
Keadby,SANTON T1,HIBALDSTOW-SANTON-MORTAL ASH RAVENSTHORPE LSI-TEE,33.0,6.431000232696533,15.319999694824219,0.014999999664723873,26.464004288844876,9.2009375,Yorkshire
Keadby,SANTON T1,WRAWBY T1,33.0,15.340831756591797,36.297691345214844,0.0,28.578838324886473,10.891,Yorkshire
Keadby,SANTON T2,SOUTH FERRIBY T2,33.0,15.655762672424316,34.635101318359375,0.0,28.635996001536245,11.553599609375,Yorkshire
Keadby,SCAWBY BROOK,BROU-KEAD-SCAB-TEE1,132.0,0.3479999899864197,1.850000023841858,3.371999979019165,257.66680633717647,9.128587890625,Yorkshire
Keadby,SCUN-ATKINSONS WARREN LSI-PARK INGS LSI-TEE,PARK INGS LSI,33.0,0.27063000202178955,0.6409559845924377,0.0,28.635996001536245,0.186,Yorkshire
Keadby,SCUNTHORPE NORTH T1,BRITISH OXYGEN GASES T6,33.0,0.507078230381012,0.6627256274223328,0.04186365008354187,34.008817606614905,0.9057999267578125,Yorkshire
Keadby,SCUNTHORPE NORTH T2,SCUNTHORPE SOUTH T2,132.0,0.152,0.337,3.228,148.61,4.212,Yorkshire
Keadby,SCUNTHORPE NORTH T3,KEAD-SANT-SCUN-TEE,132.0,0.06199999898672104,0.16899999976158142,0.2029999941587448,105.17012503558223,1.0973204345703125,Yorkshire
Keadby,WOLD NEWTON T1,FEN FARM - GRAINTHORPE TEE,33.0,28.357460021972656,61.51872634887695,0.0,28.635996001536245,19.571943359375,Yorkshire
Keadby,WOLD NEWTON T2,LACEBY SOLAR,33.0,8.19,17.555,0.29479,29,5.813,Yorkshire
Keadby,WOLD NEWTON T2,LOUTH T1,33.0,23.199920654296875,54.33221435546875,0.0,28.635996001536245,16.2465,Yorkshire
Keadby,WOLD NEWTON T2,WOLD NEWTON-STAINTON LSI-KIRMOND LSI-TEE,33.0,9.435632705688477,19.495288848876953,0.0,28.635996001536245,6.9135,Yorkshire
Keadby,WRAWBY T2,HIBALDSTOW T2,33.0,19.900245666503906,42.311405181884766,0.0,23.14885904315804,13.142,Yorkshire
Keadby,WRAWBY T2,SANTON T2,33.0,6.2743754386901855,14.021693229675293,0.0,44.297199403574034,13.7607001953125,Yorkshire
Grimsby West,YARBOROUGH ROAD T1,GREAT COATES T1,33.0,1.8890000581741333,1.6169999837875366,0.5529999732971191,25.149377725900095,2.053,Yorkshire
Grimsby West,YARBOROUGH ROAD T2,BTP T2,33.0,2.208566427230835,3.3757755756378174,0.0,21.719917126913717,3.092999755859375,Yorkshire
Grimsby West,YARBOROUGH ROAD T2,GREAT COATES T2,33.0,1.8559999465942383,1.5820000171661377,0.546999990940094,25.149377725900095,2.04465771484375,Yorkshire
Thurcroft,BEIGHTON T1,HACKENTHORPE T2,66.0,1.7510000467300415,4.132999897003174,0.0,52.127801104592926,4.76331591796875,Yorkshire
Thurcroft,DINNINGTON T2,THURCROFT SGT2,66.0,2.659748077392578,6.335168838500977,0.0,57.27199200307249,7.307,Yorkshire
Thurcroft,KIVETON PARK T2,DINNINGTON T1,66.0,2.9570000171661377,6.866000175476074,0.0,52.127801104592926,5.19532666015625,Yorkshire
Thurcroft,MALTBY COLLIERY,THURCROFT SGT2,66.0,2.6349170207977295,6.204476356506348,0.0792744979262352,57.27199200307249,7.367,Yorkshire
Thurcroft,MEXBOROUGH T1/T3,SILVERWOOD T1,66.0,2.5211730003356934,6.005102157592773,0.0,57.27199200307249,6.9262998046875,Yorkshire
West Melton / Thorpe Marsh,AUSTERFIELD T2,WEST END LANE T2,66.0,2.9760000705718994,6.488999843597412,0.0,52.127801104592926,7.69201611328125,Yorkshire
West Melton / Thorpe Marsh,BALBY T2,EDLINGTON T1,66.0,2.178999900817871,4.611999988555908,0.0,52.127801104592926,4.001867919921875,Yorkshire
West Melton Section 3,BARUGH GT1,BARNSLEY T1,66.0,2.987429618835449,5.293510437011719,0.22453317046165466,37.95269729544924,5.510171875,Yorkshire
West Melton Section 3,BARUGH GT1,ELMHIRST LANE T1,66.0,1.6350599527359009,3.7061359882354736,0.0,46.29771808631608,3.893,Yorkshire
West Melton Section 3,BARUGH GT1,HUNSHELF T4,132.0,1.2095783948898315,2.6762146949768066,5.130030632019043,114.54398400614498,12.581,Yorkshire
West Melton Section 3,BARUGH GT1,WAKEFIELD B RESERVE1,132.0,1.3480000495910645,2.8480000495910645,0.8399999737739563,105.17012503558223,12.749591796875,Yorkshire
West Melton Section 3,BARUGH GT2,SMITHY GREEN T1,66.0,1.2836939096450806,2.852640151977539,0.018681000918149948,46.29771808631608,3.093,Yorkshire
West Melton Section 3,BARUGH GT2,WOOLLEY T2,66.0,0.8820000290870667,3.1760001182556152,0.13699999451637268,52.127801104592926,2.786299072265625,Yorkshire
West Melton / Thorpe Marsh,BLACKBURN MEADOWS B T4,ALSING ROAD,33.0,0.107,0.266,0.0,47.89813303250973,0.27939999390000003,Yorkshire
West Melton Section 3,BURR-FIDL-HUNN-TEE,BURTON ROAD T2,33.0,0.6285374164581299,0.9568682909011841,0.0,26.578319642144418,0.8797999877929688,Yorkshire
West Melton Section 3,DENBY DALE ROAD T1,WAKEFIELD MONCKTON ROAD T1,33.0,0.22300000488758087,0.3319999873638153,0.054999999701976776,28.578838324886473,0.20111459350585936,Yorkshire
West Melton Section 3,DENBY DALE ROAD T2,WAKEFIELD MONCKTON ROAD T2,33.0,0.2290000021457672,0.3400000035762787,0.0560000017285347,28.578838324886473,0.1825830535888672,Yorkshire
West Melton / Thorpe Marsh,DONCASTER B T1,BALBY T1,66.0,1.1911709308624268,2.3934218883514404,0.29011982679367065,57.27199200307249,4.457,Yorkshire
West Melton / Thorpe Marsh,DONCASTER B T1,ICI FIBRES T1,66.0,0.9810000061988831,2.010999917984009,0.0,52.127801104592926,2.759138671875,Yorkshire
West Melton / Thorpe Marsh,DONCASTER B T1,ROCKWARE T1,66.0,2.5339999198913574,5.790999889373779,0.0,53.156639284288836,5.68247802734375,Yorkshire
West Melton / Thorpe Marsh,DONCASTER B T2,DONCASTER CENTRAL T2/T4,132.0,0.06199999898672104,0.11299999803304672,1.7519999742507935,138.3215774924505,0.690583984375,Yorkshire
West Melton / Thorpe Marsh,DONCASTER CENTRAL T2,BELMONT AVENUE T2,33.0,1.3760976791381836,2.305802345275879,0.0,23.26317439645759,2.161,Yorkshire
West Melton / Thorpe Marsh,DONCASTER CENTRAL T2,BENTLEY T2,33.0,5.566999912261963,11.088000297546387,0.19200000166893005,26.464004288844876,3.621378173828125,Yorkshire
West Melton Section 3,DURKAR LOW LANE T1,THORNHILL GT1,33.0,13.79810905456543,13.601405143737793,0.018687399104237556,19.033506324374393,11.747,Yorkshire
West Melton Section 3,DURKAR LOW LANE T1,WAKEFIELD MONCKTON ROAD T1,33.0,2.1760001182556152,2.000999927520752,0.6499999761581421,27.14989640864215,2.5602998046875,Yorkshire
West Melton / Thorpe Marsh,GREYFRIARS ROAD T3,DONCASTER CENTRAL T1,33.0,0.039969995617866516,0.07391999661922455,0.0,39.43879688834333,0.07,Yorkshire
West Melton / Thorpe Marsh,KIRK SANDALL T2,THORPE MARSH SGT5,66.0,1.4451406002044678,3.401292085647583,0.7772176265716553,57.27199200307249,4.53339990234375,Yorkshire
West Melton / Thorpe Marsh,MALLARD WAY T1,BELMONT AVENUE T1,33.0,0.979,2.486,0.318,48.584,2.645,Yorkshire
West Melton / Thorpe Marsh,PARS-BLAM-WMEL-TEE,BLACKBURN MEADOWS B T4,132.0,0.005831999704241753,0.0249479990452528,0.0,170.32987641632337,0.324,Yorkshire
West Melton Section 3,PENISTONE T1,HUNSHELF T1,66.0,0.6389999985694885,1.4259999990463257,0.01899999938905239,53.156639284288836,2.91327685546875,Yorkshire
West Melton Section 3,PENISTONE T2,HUNSHELF T2,66.0,0.9559999704360962,2.131999969482422,0.02800000086426735,52.127801104592926,2.9136669921875,Yorkshire
